title,company,location,min_salary,max_salary,currency,description,source,url,posted_date
Senior Junior Data Engineer (SQL/Python),InsightWorks Systems,"Pune, India",564234,1357119,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Lead Data Engineer (Python/Spark),TechOrbit Analytics,"Chennai, India",955625,1331518,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Data Engineer (Python/Spark),TechOrbit Analytics,"Bangalore, India",956139,1521064,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Data Engineer (SQL/Python),InsightWorks Labs,"Remote, India",491990,1183670,INR,"Entry-level role with Python, SQL, basic ETL Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-003,2025-12-02
Lead Data Engineer (Python/Spark) Analyst,TechOrbit Analytics,"Hyderabad, India",838427,1483295,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Associate Data Engineer (Python/Spark) Specialist,TechOrbit Analytics,"Pune, India",651574,917870,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Data Engineer (Python/Spark),TechOrbit Analytics Solutions,"Remote, India",878894,1657074,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Python Data Engineer,DataFlow Labs,"Chennai, India",741162,1006675,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Data Engineer (Python/Spark),TechOrbit Analytics Pvt Ltd,"Remote, India",943828,1492499,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Senior Junior Data Engineer (SQL/Python) Analyst,InsightWorks Systems,"Hyderabad, India",569943,1329102,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Senior Data Engineer (Python/Spark),TechOrbit Analytics,"Delhi, India",641176,1371504,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Lead Junior Data Engineer (SQL/Python),InsightWorks Labs,"Remote, India",493787,637968,INR,"Entry-level role with Python, SQL, basic ETL Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Data Engineer (Python/Spark),TechOrbit Analytics Technologies,"Hyderabad, India",722288,1274251,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-001,2025-12-04
Senior Python Data Engineer,DataFlow Labs,"Delhi, India",733376,965311,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Associate Python Data Engineer Specialist,DataFlow Labs,"Delhi, India",901117,1586926,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python),InsightWorks Technologies,"Remote, India",409925,662947,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer Developer,DataFlow Labs,"Bangalore, India",744858,1051672,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python) Analyst,InsightWorks,"Hyderabad, India",498175,1282215,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Associate Junior Data Engineer (SQL/Python),InsightWorks,"Chennai, India",478460,894027,INR,"Entry-level role with Python, SQL, basic ETL Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer,DataFlow Labs,"Pune, India",969587,1397664,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Python Data Engineer,DataFlow Labs Systems,"Chennai, India",792031,1411383,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python) Analyst,InsightWorks,"Remote, India",545527,750585,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Data Engineer (Python/Spark),TechOrbit Analytics Solutions,"Bangalore, India",940580,1184079,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Data Engineer (SQL/Python),InsightWorks,"Remote, India",550516,810717,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Lead Data Engineer (Python/Spark) Developer,TechOrbit Analytics,"Hyderabad, Telangana, India",943272,1743252,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Senior Junior Data Engineer (SQL/Python) Developer,InsightWorks,"Mumbai, India",557473,1134194,INR,"Entry-level role with Python, SQL, basic ETL Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Principal Data Engineer (Python/Spark) Specialist,TechOrbit Analytics,"Bangalore, India",693880,1133061,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Python Data Engineer,DataFlow Labs Solutions,"Bangalore, India",1001495,1462515,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Python Data Engineer,DataFlow Labs Labs,"Hyderabad, India",965860,1155426,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python),InsightWorks Systems,"Pune, India",411611,993342,INR,"Entry-level role with Python, SQL, basic ETL Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-003,2025-12-02
Lead Python Data Engineer Consultant,DataFlow Labs,"Hyderabad, India",740681,1398092,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Junior Data Engineer (SQL/Python) Consultant,InsightWorks,"Remote, India",595060,808477,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Senior Data Engineer (Python/Spark) Analyst,TechOrbit Analytics,"Mumbai, India",725526,992571,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Senior Data Engineer (Python/Spark),TechOrbit Analytics,"Bangalore, India",667731,1285959,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Data Engineer (Python/Spark),TechOrbit Analytics Labs,"Hyderabad, Telangana, India",935977,1339452,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Lead Data Engineer (Python/Spark),TechOrbit Analytics,"Pune, India",903772,1379001,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Python Data Engineer Developer,DataFlow Labs,"Delhi, India",870260,1435318,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Senior Junior Data Engineer (SQL/Python) Developer,InsightWorks,"Delhi, India",558196,695291,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Senior Junior Data Engineer (SQL/Python) Developer,InsightWorks,"Remote, India",542373,1275180,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Python Data Engineer,DataFlow Labs,"Pune, India",906418,1653735,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Python Data Engineer Consultant,DataFlow Labs,"Chennai, India",791996,1052581,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python),InsightWorks,"Pune, India",433620,582901,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Principal Python Data Engineer,DataFlow Labs,"Delhi, India",838090,1434148,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Senior Junior Data Engineer (SQL/Python),InsightWorks,"Mumbai, India",407581,608875,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Lead Junior Data Engineer (SQL/Python),InsightWorks,"Remote, India",412313,748121,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer Analyst,DataFlow Labs,"Bangalore, India",789718,1140224,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Junior Data Engineer (SQL/Python) Specialist,InsightWorks,"Chennai, India",426466,1122432,INR,"Entry-level role with Python, SQL, basic ETL Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer,DataFlow Labs,"Mumbai, India",744235,870016,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Junior Data Engineer (SQL/Python) Specialist,InsightWorks,"Bangalore, India",454612,1143140,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Data Engineer (Python/Spark),TechOrbit Analytics Pvt Ltd,"Bangalore, India",813715,1023963,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Associate Junior Data Engineer (SQL/Python) Developer,InsightWorks,"Chennai, India",418325,658565,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Data Engineer (Python/Spark),TechOrbit Analytics,"Delhi, India",754158,1320780,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Associate Data Engineer (Python/Spark) Specialist,TechOrbit Analytics,"Delhi, India",748273,1101070,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Data Engineer (SQL/Python) Consultant,InsightWorks,"Remote, India",570143,990720,INR,"Entry-level role with Python, SQL, basic ETL Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer,DataFlow Labs,"Bangalore, India",909869,1490542,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Data Engineer (Python/Spark),TechOrbit Analytics,"Bangalore, India",884556,1237603,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Python Data Engineer,DataFlow Labs,"Delhi, India",780113,1372439,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Senior Data Engineer (Python/Spark),TechOrbit Analytics,"Mumbai, India",721817,1251738,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Lead Junior Data Engineer (SQL/Python),InsightWorks,"Pune, India",454851,979371,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Associate Junior Data Engineer (SQL/Python),InsightWorks,"Remote, India",585587,1149749,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Principal Python Data Engineer,DataFlow Labs,"Hyderabad, India",753391,1314762,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Lead Python Data Engineer,DataFlow Labs,"Delhi, India",732079,1299495,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python),InsightWorks Solutions,"Pune, India",422856,875634,INR,"Entry-level role with Python, SQL, basic ETL Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Principal Data Engineer (Python/Spark),TechOrbit Analytics Labs,"Hyderabad, India",705527,1005066,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Data Engineer (Python/Spark),TechOrbit Analytics,"Chennai, India",767527,1073301,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Data Engineer (Python/Spark),TechOrbit Analytics,"Bangalore, India",863864,1377174,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Data Engineer (SQL/Python),InsightWorks Solutions,"Chennai, India",575372,926124,INR,"Entry-level role with Python, SQL, basic ETL Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Data Engineer (Python/Spark) Developer,TechOrbit Analytics,"Chennai, India",749421,1338821,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Lead Junior Data Engineer (SQL/Python),InsightWorks,"Delhi, India",406209,1027747,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer Analyst,DataFlow Labs Labs,"Delhi, India",953865,1225359,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python),InsightWorks,"Hyderabad, India",540055,1213183,INR,"Entry-level role with Python, SQL, basic ETL Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Data Engineer (SQL/Python) Developer,InsightWorks Labs,"Delhi, India",452916,1218109,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Junior Data Engineer (SQL/Python),InsightWorks,"Pune, India",441529,697666,INR,"Entry-level role with Python, SQL, basic ETL Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Principal Python Data Engineer,DataFlow Labs,"Bengaluru, Karnataka, India",1076950,1713280,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Associate Python Data Engineer Specialist,DataFlow Labs Solutions,"Bengaluru, Karnataka, India",1028706,1771133,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Lead Junior Data Engineer (SQL/Python),InsightWorks,"Remote, India",423154,757933,INR,"Entry-level role with Python, SQL, basic ETL Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer,DataFlow Labs,"Hyderabad, India",817562,965852,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Python Data Engineer Developer,DataFlow Labs,"Pune, India",778177,969018,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python) Consultant,InsightWorks,"Delhi, India",526107,776620,INR,"Entry-level role with Python, SQL, basic ETL Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Junior Data Engineer (SQL/Python) Consultant,InsightWorks,"Remote, India",427432,614056,INR,"Entry-level role with Python, SQL, basic ETL Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Associate Data Engineer (Python/Spark) Consultant,TechOrbit Analytics,"Hyderabad, Telangana, India",704763,884593,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Associate Python Data Engineer,DataFlow Labs,"Delhi, India",1027923,1671389,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Python Data Engineer,DataFlow Labs Labs,"Mumbai, India",879703,1651370,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Associate Junior Data Engineer (SQL/Python) Analyst,InsightWorks,"Remote, India",425451,1030953,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Lead Junior Data Engineer (SQL/Python) Specialist,InsightWorks,"Pune, India",470882,876205,INR,"Entry-level role with Python, SQL, basic ETL Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Senior Python Data Engineer,DataFlow Labs Pvt Ltd,"Hyderabad, India",934260,1347721,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python),InsightWorks,"Remote, India",594556,1308330,INR,"Entry-level role with Python, SQL, basic ETL Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Data Engineer (SQL/Python) Specialist,InsightWorks,"Bangalore, India",444442,1204759,INR,"Entry-level role with Python, SQL, basic ETL Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-003,2025-12-02
Senior Python Data Engineer,DataFlow Labs,"Mumbai, India",862182,1247750,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-002,2025-12-03
Principal Junior Data Engineer (SQL/Python),InsightWorks Solutions,"Bangalore, India",403644,1137471,INR,"Entry-level role with Python, SQL, basic ETL Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Data Engineer (SQL/Python),InsightWorks Pvt Ltd,"Delhi, India",472701,1098961,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Associate Junior Data Engineer (SQL/Python),InsightWorks,"Remote, India",475438,791895,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Junior Data Engineer (SQL/Python),InsightWorks,"Chennai, India",547095,1253156,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Data Engineer (SQL/Python),InsightWorks,"Delhi, India",512551,780399,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Associate Data Engineer (Python/Spark),TechOrbit Analytics,"Hyderabad, Telangana, India",716543,1033472,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Lead Python Data Engineer Developer,DataFlow Labs,"Pune, India",1077477,1513058,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Python Data Engineer,DataFlow Labs,"Pune, India",921770,1327418,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-002,2025-12-03
Python Data Engineer Analyst,DataFlow Labs,"Mumbai, India",1069848,1481218,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Senior Data Engineer (Python/Spark),TechOrbit Analytics,"Delhi, India",816920,1012515,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-001,2025-12-04
Python Data Engineer,DataFlow Labs,"Chennai, India",902837,1688079,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Lead Junior Data Engineer (SQL/Python),InsightWorks,"Remote, India",417910,600298,INR,"Entry-level role with Python, SQL, basic ETL Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Principal Python Data Engineer Analyst,DataFlow Labs,"Bangalore, India",912954,1080815,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Lead Junior Data Engineer (SQL/Python),InsightWorks,"Pune, India",505399,945280,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Senior Python Data Engineer,DataFlow Labs,"Bangalore, India",883902,1520674,INR,"Strong Python, Pandas, SQL, Airflow, AWS required",seed_csv,https://jobs.example.com/de-002,2025-12-03
Junior Data Engineer (SQL/Python),InsightWorks Solutions,"Chennai, India",487843,940944,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Principal Python Data Engineer,DataFlow Labs,"Hyderabad, India",859771,1044034,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-002,2025-12-03
Associate Junior Data Engineer (SQL/Python) Developer,InsightWorks,"Chennai, India",525904,889767,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer,DataFlow Labs,"Bangalore, India",730138,845511,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Lead Junior Data Engineer (SQL/Python) Analyst,InsightWorks Labs,"Bangalore, India",538582,948127,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer,DataFlow Labs,"Hyderabad, India",1076092,1610445,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Lead Junior Data Engineer (SQL/Python),InsightWorks,"Pune, India",440804,684492,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Data Engineer (SQL/Python),InsightWorks Technologies,"Remote, India",550139,1189808,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Python Data Engineer,DataFlow Labs Technologies,"Delhi, India",1029786,1345373,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Associate Data Engineer (Python/Spark) Developer,TechOrbit Analytics,"Delhi, India",749899,872335,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Data Engineer (Python/Spark),TechOrbit Analytics,"Pune, India",726594,905484,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Data Engineer (SQL/Python) Specialist,InsightWorks,"Remote, India",411536,1141432,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Junior Data Engineer (SQL/Python),InsightWorks,"Bangalore, India",531876,665481,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
Senior Data Engineer (Python/Spark) Analyst,TechOrbit Analytics,"Hyderabad, Telangana, India",814340,1545097,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Associate Python Data Engineer,DataFlow Labs,"Bengaluru, Karnataka, India",977127,1658770,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Exposure to big data tools like Spark/Hadoop is a plus.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Python Data Engineer,DataFlow Labs,"Bengaluru, Karnataka, India",922649,1643226,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Data Engineer (Python/Spark) Analyst,TechOrbit Analytics,"Bangalore, India",880057,1415609,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Data Engineer (Python/Spark),TechOrbit Analytics,"Hyderabad, Telangana, India",791332,1240941,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Associate Junior Data Engineer (SQL/Python),InsightWorks,"Chennai, India",543556,683396,INR,"Entry-level role with Python, SQL, basic ETL Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-003,2025-12-02
Data Engineer (Python/Spark),TechOrbit Analytics,"Remote, India",845285,1123394,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS",seed_csv,https://jobs.example.com/de-001,2025-12-04
Principal Data Engineer (Python/Spark),TechOrbit Analytics,"Bangalore, India",662787,1046348,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-001,2025-12-04
Python Data Engineer,DataFlow Labs,"Bengaluru, Karnataka, India",893055,1107468,INR,"Strong Python, Pandas, SQL, Airflow, AWS required Hands-on with Docker and CI/CD pipelines.",seed_csv,https://jobs.example.com/de-002,2025-12-03
Lead Data Engineer (Python/Spark) Analyst,TechOrbit Analytics,"Delhi, India",924320,1690468,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Experience with cloud platforms (AWS/Azure/GCP).",seed_csv,https://jobs.example.com/de-001,2025-12-04
Senior Data Engineer (Python/Spark),TechOrbit Analytics,"Pune, India",837803,1469917,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Strong communication and stakeholder management skills.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Data Engineer (Python/Spark) Developer,TechOrbit Analytics,"Hyderabad, Telangana, India",730843,897181,INR,"Looking for Data Engineer with Python, SQL, Spark, ETL, AWS Comfortable working in Agile/Scrum environments.",seed_csv,https://jobs.example.com/de-001,2025-12-04
Junior Junior Data Engineer (SQL/Python) Developer,InsightWorks Solutions,"Chennai, India",582380,895719,INR,"Entry-level role with Python, SQL, basic ETL",seed_csv,https://jobs.example.com/de-003,2025-12-02
